Date,State,Disaster Type,Severity,Deaths,Injuries,Economic Loss (Crore ₹),Month_Total
2018-12-15,Uttar Pradesh,Drought,5,5,122,79.0,6
2018-12-15,Uttarakhand,Cyclone,7,12,80,52.7,6
2018-12-15,West Bengal,Earthquake,3,3,55,175.5,6
2019-01-15,Andhra Pradesh,Earthquake,9,10,34,98.2,3
2019-01-15,Arunachal Pradesh,Landslide,8,17,64,90.8,3
2019-01-15,Assam,Earthquake,5,8,30,142.4,3
2019-01-15,Bihar,Flood,3,6,67,156.8,3
2019-01-15,Chhattisgarh,Landslide,4,7,95,280.9,3
2019-01-15,Goa,Cyclone,5,8,52,10.2,3
2019-01-15,Gujarat,Heatwave,8,11,88,160.8,3
2019-01-15,Haryana,Flood,8,15,12,165.4,3
2019-01-15,Himachal Pradesh,Forest Fire,3,17,5,19.2,3
2019-01-15,Jharkhand,Earthquake,9,14,28,165.4,3
2019-01-15,Karnataka,Earthquake,3,14,109,84.4,3
2019-01-15,Kerala,Cyclone,4,13,87,21.4,3
2019-01-15,Madhya Pradesh,Cyclone,3,18,29,148.1,3
2019-01-15,Maharashtra,Forest Fire,7,12,24,18.2,3
2019-01-15,Manipur,Landslide,9,6,54,188.8,3
2019-01-15,Meghalaya,Flood,3,7,78,78.0,3
2019-01-15,Mizoram,Earthquake,7,15,57,60.1,3
2019-01-15,Nagaland,Drought,5,18,28,171.8,3
2019-01-15,Odisha,Heatwave,5,0,0,9.6,3
2019-01-15,Punjab,Landslide,7,3,71,36.7,3
2019-01-15,Rajasthan,Cyclone,7,15,32,197.9,3
2019-01-15,Sikkim,Landslide,8,19,139,160.5,3
2019-01-15,Tamil Nadu,Heatwave,7,2,76,159.4,3
2019-01-15,Telangana,Flood,4,18,66,24.3,3
2019-01-15,Tripura,Flood,8,11,66,69.1,3
2019-01-15,Uttar Pradesh,Cyclone,6,13,10,100.3,3
2019-01-15,Uttarakhand,Cyclone,9,6,63,209.6,3
2019-01-15,West Bengal,Earthquake,7,12,24,134.9,3
2019-02-15,Andhra Pradesh,Flood,6,0,0,31.3,4
2019-02-15,Arunachal Pradesh,Heatwave,5,21,0,54.3,4
2019-02-15,Assam,Forest Fire,9,17,60,60.4,4
2019-02-15,Bihar,Forest Fire,7,2,48,60.1,4
2019-02-15,Chhattisgarh,Flood,3,15,45,61.4,4
2019-02-15,Goa,Heatwave,3,8,28,187.4,4
2019-02-15,Gujarat,Flood,8,16,62,160.7,4
2019-02-15,Haryana,Heatwave,6,14,74,122.4,4
2019-02-15,Himachal Pradesh,Landslide,4,9,57,166.6,4
2019-02-15,Jharkhand,Cyclone,9,0,143,73.9,4
2019-02-15,Karnataka,Forest Fire,5,12,21,40.1,4
2019-02-15,Kerala,Heatwave,8,6,47,73.7,4
2019-02-15,Madhya Pradesh,Cyclone,8,22,0,145.4,4
2019-02-15,Maharashtra,Landslide,8,9,33,127.1,4
2019-02-15,Manipur,Flood,3,0,15,73.5,4
2019-02-15,Meghalaya,Landslide,9,16,86,66.0,4
2019-02-15,Mizoram,Flood,4,0,17,105.0,4
2019-02-15,Nagaland,Drought,4,12,71,111.3,4
2019-02-15,Odisha,Flood,4,3,42,125.1,4
2019-02-15,Punjab,Landslide,4,12,44,178.1,4
2019-02-15,Rajasthan,Landslide,8,3,22,116.5,4
2019-02-15,Sikkim,Heatwave,7,9,59,59.5,4
2019-02-15,Tamil Nadu,Cyclone,3,27,100,22.4,4
2019-02-15,Telangana,Earthquake,4,4,26,70.4,4
2019-02-15,Tripura,Flood,8,4,47,1.9,4
2019-02-15,Uttar Pradesh,Forest Fire,8,10,84,39.9,4
2019-02-15,Uttarakhand,Heatwave,3,8,45,42.2,4
2019-02-15,West Bengal,Forest Fire,3,20,54,33.6,4
2019-03-15,Andhra Pradesh,Drought,4,11,6,184.7,6
2019-03-15,Arunachal Pradesh,Earthquake,7,24,29,59.1,6
2019-03-15,Assam,Forest Fire,3,0,61,83.2,6
2019-03-15,Bihar,Earthquake,5,6,25,187.5,6
2019-03-15,Chhattisgarh,Earthquake,6,29,72,234.3,6
2019-03-15,Goa,Earthquake,3,13,50,22.5,6
2019-03-15,Gujarat,Cyclone,9,0,0,117.9,6
2019-03-15,Haryana,Drought,7,24,39,182.0,6
2019-03-15,Himachal Pradesh,Landslide,6,11,86,73.1,6
2019-03-15,Jharkhand,Earthquake,8,7,97,209.0,6
2019-03-15,Karnataka,Landslide,6,0,105,65.3,6
2019-03-15,Kerala,Flood,5,4,54,74.8,6
2019-03-15,Madhya Pradesh,Cyclone,5,1,29,174.1,6
2019-03-15,Maharashtra,Cyclone,6,10,60,123.0,6
2019-03-15,Manipur,Flood,5,24,28,12.4,6
2019-03-15,Meghalaya,Heatwave,8,0,52,168.8,6
2019-03-15,Mizoram,Flood,5,5,66,118.8,6
2019-03-15,Nagaland,Drought,4,18,104,133.9,6
2019-03-15,Odisha,Forest Fire,7,10,16,124.5,6
2019-03-15,Punjab,Cyclone,9,10,24,16.7,6
2019-03-15,Rajasthan,Forest Fire,5,6,57,267.6,6
2019-03-15,Sikkim,Cyclone,4,9,15,76.4,6
2019-03-15,Tamil Nadu,Heatwave,3,8,8,68.0,6
2019-03-15,Telangana,Earthquake,7,6,29,219.0,6
2019-03-15,Tripura,Cyclone,8,4,89,113.3,6
2019-03-15,Uttar Pradesh,Cyclone,6,0,20,105.8,6
2019-03-15,Uttarakhand,Drought,7,0,58,2.8,6
2019-03-15,West Bengal,Forest Fire,3,9,78,15.3,6
2019-04-15,Andhra Pradesh,Earthquake,5,8,62,69.3,7
2019-04-15,Arunachal Pradesh,Flood,7,0,102,78.0,7
2019-04-15,Assam,Drought,5,1,63,244.2,7
2019-04-15,Bihar,Cyclone,4,15,28,77.8,7
2019-04-15,Chhattisgarh,Heatwave,5,7,6,96.9,7
2019-04-15,Goa,Drought,7,20,50,120.5,7
2019-04-15,Gujarat,Drought,3,5,40,300.4,7
2019-04-15,Haryana,Heatwave,5,6,33,36.9,7
2019-04-15,Himachal Pradesh,Forest Fire,7,9,0,71.2,7
2019-04-15,Jharkhand,Forest Fire,5,2,17,107.8,7
2019-04-15,Karnataka,Earthquake,5,16,53,16.8,7
2019-04-15,Kerala,Heatwave,5,7,48,210.1,7
2019-04-15,Madhya Pradesh,Heatwave,5,0,149,153.9,7
2019-04-15,Maharashtra,Cyclone,7,8,121,101.5,7
2019-04-15,Manipur,Forest Fire,9,6,0,134.4,7
2019-04-15,Meghalaya,Earthquake,4,25,45,171.4,7
2019-04-15,Mizoram,Cyclone,9,7,0,74.4,7
2019-04-15,Nagaland,Forest Fire,8,22,4,143.3,7
2019-04-15,Odisha,Landslide,8,13,12,53.6,7
2019-04-15,Punjab,Forest Fire,8,4,73,129.8,7
2019-04-15,Rajasthan,Earthquake,4,6,68,83.6,7
2019-04-15,Sikkim,Earthquake,3,0,26,212.5,7
2019-04-15,Tamil Nadu,Flood,6,7,81,186.7,7
2019-04-15,Telangana,Earthquake,9,11,0,62.8,7
2019-04-15,Tripura,Landslide,8,17,73,120.1,7
2019-04-15,Uttar Pradesh,Landslide,6,7,33,1.8,7
2019-04-15,Uttarakhand,Heatwave,8,21,97,97.0,7
2019-04-15,West Bengal,Cyclone,8,5,40,185.0,7
2019-05-15,Andhra Pradesh,Landslide,7,18,27,205.1,5
2019-05-15,Arunachal Pradesh,Cyclone,9,15,45,37.1,5
2019-05-15,Assam,Earthquake,7,23,36,285.6,5
2019-05-15,Bihar,Flood,4,4,34,12.2,5
2019-05-15,Chhattisgarh,Earthquake,3,9,17,138.2,5
2019-05-15,Goa,Drought,9,8,91,63.0,5
2019-05-15,Gujarat,Drought,3,16,106,140.9,5
2019-05-15,Haryana,Cyclone,4,6,0,33.7,5
2019-05-15,Himachal Pradesh,Cyclone,9,8,27,195.2,5
2019-05-15,Jharkhand,Landslide,4,0,68,73.6,5
2019-05-15,Karnataka,Forest Fire,5,15,0,4.8,5
2019-05-15,Kerala,Forest Fire,8,20,93,175.3,5
2019-05-15,Madhya Pradesh,Landslide,4,26,97,153.9,5
2019-05-15,Maharashtra,Heatwave,8,0,17,74.6,5
2019-05-15,Manipur,Drought,6,11,30,82.0,5
2019-05-15,Meghalaya,Heatwave,4,16,27,2.3,5
2019-05-15,Mizoram,Drought,9,9,50,79.8,5
2019-05-15,Nagaland,Cyclone,4,5,32,125.2,5
2019-05-15,Odisha,Drought,6,26,130,52.0,5
2019-05-15,Punjab,Cyclone,6,0,43,4.7,5
2019-05-15,Rajasthan,Heatwave,3,18,0,58.3,5
2019-05-15,Sikkim,Forest Fire,6,11,41,72.5,5
2019-05-15,Tamil Nadu,Flood,9,18,96,54.3,5
2019-05-15,Telangana,Landslide,5,10,0,159.6,5
2019-05-15,Tripura,Drought,3,5,0,11.5,5
2019-05-15,Uttar Pradesh,Earthquake,8,0,0,47.3,5
2019-05-15,Uttarakhand,Drought,3,0,10,75.8,5
2019-05-15,West Bengal,Flood,3,0,67,235.4,5
2019-06-15,Andhra Pradesh,Earthquake,3,16,32,58.9,4
2019-06-15,Arunachal Pradesh,Earthquake,9,20,88,16.2,4
2019-06-15,Assam,Landslide,7,16,48,94.7,4
2019-06-15,Bihar,Earthquake,4,0,0,170.3,4
2019-06-15,Chhattisgarh,Landslide,8,7,25,36.2,4
2019-06-15,Goa,Drought,6,11,45,44.7,4
2019-06-15,Gujarat,Drought,7,1,0,28.6,4
2019-06-15,Haryana,Drought,4,12,118,108.4,4
2019-06-15,Himachal Pradesh,Heatwave,7,26,49,125.4,4
2019-06-15,Jharkhand,Cyclone,9,0,43,79.6,4
2019-06-15,Karnataka,Earthquake,3,3,95,111.1,4
2019-06-15,Kerala,Drought,8,22,33,107.8,4
2019-06-15,Madhya Pradesh,Landslide,4,2,45,273.6,4
2019-06-15,Maharashtra,Earthquake,7,6,85,98.0,4
2019-06-15,Manipur,Cyclone,8,8,40,55.9,4
2019-06-15,Meghalaya,Landslide,7,11,116,192.0,4
2019-06-15,Mizoram,Drought,8,13,28,134.6,4
2019-06-15,Nagaland,Cyclone,8,9,59,98.4,4
2019-06-15,Odisha,Earthquake,7,7,52,57.1,4
2019-06-15,Punjab,Landslide,3,12,44,144.2,4
2019-06-15,Rajasthan,Heatwave,4,2,0,37.9,4
2019-06-15,Sikkim,Forest Fire,3,3,16,22.9,4
2019-06-15,Tamil Nadu,Flood,3,15,50,45.7,4
2019-06-15,Telangana,Flood,8,2,48,50.0,4
2019-06-15,Tripura,Landslide,8,13,0,23.1,4
2019-06-15,Uttar Pradesh,Flood,7,14,31,165.7,4
2019-06-15,Uttarakhand,Earthquake,7,28,117,166.6,4
2019-06-15,West Bengal,Cyclone,9,2,125,149.5,4
2019-07-15,Andhra Pradesh,Landslide,3,7,115,199.8,2
2019-07-15,Arunachal Pradesh,Heatwave,9,15,35,40.2,2
2019-07-15,Assam,Landslide,3,13,0,66.2,2
2019-07-15,Bihar,Cyclone,8,0,0,41.4,2
2019-07-15,Chhattisgarh,Flood,4,7,66,96.9,2
2019-07-15,Goa,Heatwave,9,9,64,148.2,2
2019-07-15,Gujarat,Cyclone,6,18,0,29.0,2
2019-07-15,Haryana,Heatwave,3,21,57,128.9,2
2019-07-15,Himachal Pradesh,Heatwave,5,20,38,91.6,2
2019-07-15,Jharkhand,Flood,5,14,60,22.6,2
2019-07-15,Karnataka,Cyclone,5,6,56,199.1,2
2019-07-15,Kerala,Earthquake,6,3,59,30.8,2
2019-07-15,Madhya Pradesh,Landslide,9,10,70,112.6,2
2019-07-15,Maharashtra,Landslide,9,9,66,16.9,2
2019-07-15,Manipur,Landslide,9,21,81,324.6,2
2019-07-15,Meghalaya,Forest Fire,4,20,85,262.9,2
2019-07-15,Mizoram,Flood,3,13,134,216.6,2
2019-07-15,Nagaland,Forest Fire,4,15,16,171.8,2
2019-07-15,Odisha,Flood,6,28,24,28.4,2
2019-07-15,Punjab,Cyclone,6,0,56,98.4,2
2019-07-15,Rajasthan,Cyclone,7,15,37,196.7,2
2019-07-15,Sikkim,Landslide,4,8,88,144.1,2
2019-07-15,Tamil Nadu,Heatwave,3,18,15,86.2,2
2019-07-15,Telangana,Cyclone,8,0,63,93.1,2
2019-07-15,Tripura,Landslide,6,11,0,9.8,2
2019-07-15,Uttar Pradesh,Landslide,9,16,56,25.6,2
2019-07-15,Uttarakhand,Flood,4,5,16,148.7,2
2019-07-15,West Bengal,Drought,5,10,0,119.1,2
2019-08-15,Andhra Pradesh,Heatwave,3,3,36,245.0,3
2019-08-15,Arunachal Pradesh,Flood,5,10,97,117.7,3
2019-08-15,Assam,Cyclone,5,16,92,81.6,3
2019-08-15,Bihar,Earthquake,6,7,44,79.0,3
2019-08-15,Chhattisgarh,Forest Fire,4,14,158,77.4,3
2019-08-15,Goa,Drought,6,5,93,270.7,3
2019-08-15,Gujarat,Heatwave,4,8,54,114.3,3
2019-08-15,Haryana,Landslide,4,7,29,203.5,3
2019-08-15,Himachal Pradesh,Cyclone,4,5,52,62.8,3
2019-08-15,Jharkhand,Drought,7,22,40,25.1,3
2019-08-15,Karnataka,Earthquake,6,0,105,16.0,3
2019-08-15,Kerala,Heatwave,5,0,0,155.6,3
2019-08-15,Madhya Pradesh,Flood,4,2,42,46.6,3
2019-08-15,Maharashtra,Cyclone,7,16,31,2.6,3
2019-08-15,Manipur,Drought,4,10,55,205.7,3
2019-08-15,Meghalaya,Landslide,4,3,37,58.1,3
2019-08-15,Mizoram,Landslide,7,14,105,148.8,3
2019-08-15,Nagaland,Drought,8,12,9,1.0,3
2019-08-15,Odisha,Forest Fire,5,4,54,121.2,3
2019-08-15,Punjab,Heatwave,7,0,53,52.4,3
2019-08-15,Rajasthan,Drought,4,10,72,246.2,3
2019-08-15,Sikkim,Cyclone,7,22,29,106.2,3
2019-08-15,Tamil Nadu,Heatwave,8,9,0,230.0,3
2019-08-15,Telangana,Cyclone,4,8,47,98.0,3
2019-08-15,Tripura,Forest Fire,3,20,64,123.9,3
2019-08-15,Uttar Pradesh,Forest Fire,8,4,0,28.5,3
2019-08-15,Uttarakhand,Heatwave,7,18,65,163.5,3
2019-08-15,West Bengal,Drought,9,11,57,126.2,3
2019-09-15,Andhra Pradesh,Earthquake,8,15,35,112.6,5
2019-09-15,Arunachal Pradesh,Cyclone,8,0,52,9.7,5
2019-09-15,Assam,Forest Fire,9,4,71,258.5,5
2019-09-15,Bihar,Cyclone,4,6,45,77.3,5
2019-09-15,Chhattisgarh,Earthquake,3,28,53,0.3,5
2019-09-15,Goa,Forest Fire,6,16,57,165.0,5
2019-09-15,Gujarat,Flood,7,4,45,109.7,5
2019-09-15,Haryana,Landslide,9,7,35,63.0,5
2019-09-15,Himachal Pradesh,Forest Fire,9,9,40,138.9,5
2019-09-15,Jharkhand,Cyclone,6,6,92,20.8,5
2019-09-15,Karnataka,Earthquake,7,1,99,159.5,5
2019-09-15,Kerala,Forest Fire,4,18,74,78.9,5
2019-09-15,Madhya Pradesh,Heatwave,9,7,81,42.0,5
2019-09-15,Maharashtra,Heatwave,9,2,0,196.2,5
2019-09-15,Manipur,Cyclone,3,4,0,9.4,5
2019-09-15,Meghalaya,Heatwave,4,22,113,92.0,5
2019-09-15,Mizoram,Heatwave,6,5,68,163.1,5
2019-09-15,Nagaland,Cyclone,5,13,79,112.4,5
2019-09-15,Odisha,Forest Fire,8,9,79,101.4,5
2019-09-15,Punjab,Earthquake,6,13,8,183.4,5
2019-09-15,Rajasthan,Landslide,3,13,89,156.9,5
2019-09-15,Sikkim,Heatwave,3,0,110,4.2,5
2019-09-15,Tamil Nadu,Heatwave,3,6,108,152.8,5
2019-09-15,Telangana,Drought,8,16,12,25.4,5
2019-09-15,Tripura,Landslide,8,10,91,42.5,5
2019-09-15,Uttar Pradesh,Heatwave,3,4,60,113.3,5
2019-09-15,Uttarakhand,Landslide,4,0,11,52.1,5
2019-09-15,West Bengal,Forest Fire,7,18,20,112.1,5
2019-10-15,Andhra Pradesh,Forest Fire,3,26,0,255.8,2
2019-10-15,Arunachal Pradesh,Flood,4,10,37,9.8,2
2019-10-15,Assam,Landslide,6,5,89,23.2,2
2019-10-15,Bihar,Landslide,9,6,78,31.5,2
2019-10-15,Chhattisgarh,Cyclone,3,6,0,107.2,2
2019-10-15,Goa,Landslide,4,11,37,165.7,2
2019-10-15,Gujarat,Landslide,8,7,1,28.2,2
2019-10-15,Haryana,Earthquake,6,22,27,139.9,2
2019-10-15,Himachal Pradesh,Heatwave,4,11,45,391.6,2
2019-10-15,Jharkhand,Landslide,5,3,16,129.0,2
2019-10-15,Karnataka,Heatwave,8,5,73,15.0,2
2019-10-15,Kerala,Drought,4,13,90,118.1,2
2019-10-15,Madhya Pradesh,Landslide,5,1,55,186.9,2
2019-10-15,Maharashtra,Forest Fire,9,0,40,108.3,2
2019-10-15,Manipur,Flood,4,0,110,106.1,2
2019-10-15,Meghalaya,Cyclone,4,12,0,20.9,2
2019-10-15,Mizoram,Flood,3,16,24,128.2,2
2019-10-15,Nagaland,Heatwave,5,23,58,126.4,2
2019-10-15,Odisha,Earthquake,8,25,78,121.2,2
2019-10-15,Punjab,Cyclone,8,20,80,7.3,2
2019-10-15,Rajasthan,Heatwave,7,7,65,32.4,2
2019-10-15,Sikkim,Earthquake,8,19,123,107.4,2
2019-10-15,Tamil Nadu,Drought,4,4,53,153.3,2
2019-10-15,Telangana,Flood,3,9,26,87.8,2
2019-10-15,Tripura,Cyclone,3,1,55,10.3,2
2019-10-15,Uttar Pradesh,Flood,7,8,10,328.3,2
2019-10-15,Uttarakhand,Cyclone,8,28,53,54.7,2
2019-10-15,West Bengal,Landslide,7,4,39,171.5,2
2019-11-15,Andhra Pradesh,Landslide,6,0,78,350.8,6
2019-11-15,Arunachal Pradesh,Cyclone,5,7,11,11.0,6
2019-11-15,Assam,Forest Fire,6,20,0,37.2,6
2019-11-15,Bihar,Forest Fire,8,9,68,143.5,6
2019-11-15,Chhattisgarh,Heatwave,7,8,45,142.2,6
2019-11-15,Goa,Earthquake,7,10,0,35.5,6
2019-11-15,Gujarat,Flood,3,0,27,73.6,6
2019-11-15,Haryana,Landslide,7,2,0,46.5,6
2019-11-15,Himachal Pradesh,Cyclone,6,22,39,185.8,6
2019-11-15,Jharkhand,Cyclone,8,18,0,138.4,6
2019-11-15,Karnataka,Drought,9,15,88,117.2,6
2019-11-15,Kerala,Forest Fire,8,6,25,25.7,6
2019-11-15,Madhya Pradesh,Landslide,3,5,74,114.7,6
2019-11-15,Maharashtra,Forest Fire,4,16,46,258.2,6
2019-11-15,Manipur,Cyclone,9,12,167,103.8,6
2019-11-15,Meghalaya,Drought,5,12,0,174.7,6
2019-11-15,Mizoram,Earthquake,8,18,97,110.1,6
2019-11-15,Nagaland,Cyclone,5,21,48,20.8,6
2019-11-15,Odisha,Earthquake,3,15,29,35.0,6
2019-11-15,Punjab,Heatwave,3,5,119,101.8,6
2019-11-15,Rajasthan,Cyclone,6,13,22,155.1,6
2019-11-15,Sikkim,Forest Fire,9,6,48,16.4,6
2019-11-15,Tamil Nadu,Forest Fire,7,11,76,8.4,6
2019-11-15,Telangana,Forest Fire,6,9,69,236.7,6
2019-11-15,Tripura,Forest Fire,4,0,97,227.8,6
2019-11-15,Uttar Pradesh,Flood,5,18,19,128.8,6
2019-11-15,Uttarakhand,Cyclone,4,14,49,260.8,6
2019-11-15,West Bengal,Drought,6,14,0,144.6,6
2019-12-15,Andhra Pradesh,Cyclone,4,8,56,71.3,3
2019-12-15,Arunachal Pradesh,Drought,7,5,83,31.2,3
2019-12-15,Assam,Forest Fire,7,0,36,31.2,3
2019-12-15,Bihar,Heatwave,4,0,121,107.7,3
2019-12-15,Chhattisgarh,Flood,8,7,72,4.2,3
2019-12-15,Goa,Heatwave,8,14,37,247.4,3
2019-12-15,Gujarat,Earthquake,8,12,0,73.6,3
2019-12-15,Haryana,Cyclone,6,0,92,47.6,3
2019-12-15,Himachal Pradesh,Heatwave,8,2,92,13.8,3
2019-12-15,Jharkhand,Drought,8,9,25,88.2,3
2019-12-15,Karnataka,Flood,9,5,64,118.3,3
2019-12-15,Kerala,Drought,5,0,14,48.5,3
2019-12-15,Madhya Pradesh,Drought,5,0,3,137.8,3
2019-12-15,Maharashtra,Landslide,8,26,75,58.6,3
2019-12-15,Manipur,Earthquake,8,12,50,163.0,3
2019-12-15,Meghalaya,Landslide,6,4,0,25.9,3
2019-12-15,Mizoram,Landslide,6,4,43,29.1,3
2019-12-15,Nagaland,Drought,5,17,0,180.7,3
2019-12-15,Odisha,Heatwave,3,10,0,216.5,3
2019-12-15,Punjab,Cyclone,4,9,70,104.2,3
2019-12-15,Rajasthan,Cyclone,8,19,59,56.4,3
2019-12-15,Sikkim,Heatwave,4,11,61,14.7,3
2019-12-15,Tamil Nadu,Forest Fire,5,10,36,119.4,3
2019-12-15,Telangana,Landslide,8,5,4,25.2,3
2019-12-15,Tripura,Landslide,7,11,35,88.5,3
2019-12-15,Uttar Pradesh,Flood,8,7,141,36.5,3
2019-12-15,Uttarakhand,Landslide,3,26,91,142.4,3
2019-12-15,West Bengal,Heatwave,3,15,86,134.6,3
2020-01-15,Andhra Pradesh,Flood,5,0,63,161.7,2
2020-01-15,Arunachal Pradesh,Drought,6,0,0,6.5,2
2020-01-15,Assam,Landslide,3,0,0,137.1,2
2020-01-15,Bihar,Cyclone,5,2,96,97.7,2
2020-01-15,Chhattisgarh,Earthquake,3,0,27,234.4,2
2020-01-15,Goa,Cyclone,7,2,87,131.9,2
2020-01-15,Gujarat,Earthquake,7,14,69,164.0,2
2020-01-15,Haryana,Forest Fire,9,26,5,158.5,2
2020-01-15,Himachal Pradesh,Forest Fire,5,1,107,165.5,2
2020-01-15,Jharkhand,Flood,7,12,79,9.6,2
2020-01-15,Karnataka,Forest Fire,3,13,58,132.4,2
2020-01-15,Kerala,Earthquake,5,2,62,56.1,2
2020-01-15,Madhya Pradesh,Landslide,7,10,22,253.1,2
2020-01-15,Maharashtra,Forest Fire,4,8,0,120.4,2
2020-01-15,Manipur,Forest Fire,3,11,47,170.5,2
2020-01-15,Meghalaya,Earthquake,8,0,79,130.6,2
2020-01-15,Mizoram,Landslide,4,12,33,8.5,2
2020-01-15,Nagaland,Cyclone,3,16,104,0.4,2
2020-01-15,Odisha,Flood,4,21,47,54.1,2
2020-01-15,Punjab,Cyclone,4,19,24,8.5,2
2020-01-15,Rajasthan,Flood,4,15,154,3.0,2
2020-01-15,Sikkim,Flood,5,0,64,248.0,2
2020-01-15,Tamil Nadu,Heatwave,3,21,83,176.8,2
2020-01-15,Telangana,Landslide,3,15,46,199.3,2
2020-01-15,Tripura,Forest Fire,9,20,49,45.2,2
2020-01-15,Uttar Pradesh,Landslide,7,15,35,58.4,2
2020-01-15,Uttarakhand,Heatwave,5,12,56,85.5,2
2020-01-15,West Bengal,Earthquake,3,18,108,100.4,2
2020-02-15,Andhra Pradesh,Flood,6,3,43,109.5,5
2020-02-15,Arunachal Pradesh,Drought,4,37,74,70.8,5
2020-02-15,Assam,Drought,3,7,81,64.8,5
2020-02-15,Bihar,Heatwave,6,9,39,7.5,5
2020-02-15,Chhattisgarh,Forest Fire,6,17,99,125.7,5
2020-02-15,Goa,Flood,6,14,70,107.4,5
2020-02-15,Gujarat,Drought,6,14,29,7.7,5
2020-02-15,Haryana,Heatwave,5,2,46,26.8,5
2020-02-15,Himachal Pradesh,Forest Fire,5,3,85,23.2,5
2020-02-15,Jharkhand,Flood,8,0,84,153.2,5
2020-02-15,Karnataka,Earthquake,3,0,0,82.2,5
2020-02-15,Kerala,Drought,5,10,0,137.5,5
2020-02-15,Madhya Pradesh,Cyclone,6,10,0,55.0,5
2020-02-15,Maharashtra,Drought,9,3,33,141.5,5
2020-02-15,Manipur,Heatwave,4,5,0,31.8,5
2020-02-15,Meghalaya,Flood,6,3,91,27.5,5
2020-02-15,Mizoram,Landslide,4,14,102,298.9,5
2020-02-15,Nagaland,Heatwave,3,5,0,60.9,5
2020-02-15,Odisha,Drought,9,1,84,176.0,5
2020-02-15,Punjab,Drought,3,17,81,197.0,5
2020-02-15,Rajasthan,Flood,9,5,56,15.7,5
2020-02-15,Sikkim,Forest Fire,7,0,33,202.6,5
2020-02-15,Tamil Nadu,Forest Fire,8,0,86,111.1,5
2020-02-15,Telangana,Landslide,3,5,70,166.1,5
2020-02-15,Tripura,Cyclone,4,16,33,130.8,5
2020-02-15,Uttar Pradesh,Landslide,3,1,136,108.5,5
2020-02-15,Uttarakhand,Flood,9,15,59,50.8,5
2020-02-15,West Bengal,Forest Fire,9,21,64,189.1,5
2020-03-15,Andhra Pradesh,Cyclone,5,0,42,134.8,2
2020-03-15,Arunachal Pradesh,Forest Fire,3,0,17,24.4,2
2020-03-15,Assam,Forest Fire,8,12,120,113.1,2
2020-03-15,Bihar,Drought,6,13,62,195.6,2
2020-03-15,Chhattisgarh,Earthquake,6,9,92,302.1,2
2020-03-15,Goa,Flood,9,8,27,151.4,2
2020-03-15,Gujarat,Heatwave,9,4,4,91.0,2
2020-03-15,Haryana,Landslide,5,0,13,194.4,2
2020-03-15,Himachal Pradesh,Heatwave,9,12,58,58.1,2
2020-03-15,Jharkhand,Drought,7,12,112,119.1,2
2020-03-15,Karnataka,Drought,4,13,93,230.3,2
2020-03-15,Kerala,Landslide,3,13,128,101.8,2
2020-03-15,Madhya Pradesh,Flood,8,4,34,32.9,2
2020-03-15,Maharashtra,Earthquake,8,2,10,72.9,2
2020-03-15,Manipur,Heatwave,3,4,6,84.3,2
2020-03-15,Meghalaya,Earthquake,9,5,0,164.3,2
2020-03-15,Mizoram,Earthquake,4,1,26,201.8,2
2020-03-15,Nagaland,Landslide,3,6,88,107.0,2
2020-03-15,Odisha,Drought,3,0,0,10.4,2
2020-03-15,Punjab,Landslide,9,4,0,78.0,2
2020-03-15,Rajasthan,Flood,3,10,70,86.9,2
2020-03-15,Sikkim,Earthquake,6,20,98,76.5,2
2020-03-15,Tamil Nadu,Landslide,3,5,61,0.9,2
2020-03-15,Telangana,Forest Fire,3,17,8,0.3,2
2020-03-15,Tripura,Drought,3,13,0,52.6,2
2020-03-15,Uttar Pradesh,Drought,8,13,33,50.9,2
2020-03-15,Uttarakhand,Earthquake,9,12,87,93.2,2
2020-03-15,West Bengal,Landslide,7,9,60,17.9,2
2020-04-15,Andhra Pradesh,Forest Fire,6,8,50,128.7,3
2020-04-15,Arunachal Pradesh,Earthquake,4,4,71,85.9,3
2020-04-15,Assam,Cyclone,6,17,74,40.6,3
2020-04-15,Bihar,Heatwave,5,13,122,97.1,3
2020-04-15,Chhattisgarh,Heatwave,3,4,114,238.8,3
2020-04-15,Goa,Flood,6,19,149,37.7,3
2020-04-15,Gujarat,Flood,6,8,41,45.9,3
2020-04-15,Haryana,Forest Fire,9,9,2,178.8,3
2020-04-15,Himachal Pradesh,Flood,7,12,82,127.9,3
2020-04-15,Jharkhand,Landslide,5,9,28,89.9,3
2020-04-15,Karnataka,Forest Fire,7,12,103,169.1,3
2020-04-15,Kerala,Earthquake,3,21,34,178.9,3
2020-04-15,Madhya Pradesh,Forest Fire,4,12,72,89.6,3
2020-04-15,Maharashtra,Earthquake,4,3,89,136.9,3
2020-04-15,Manipur,Landslide,6,7,25,129.5,3
2020-04-15,Meghalaya,Drought,5,0,16,24.2,3
2020-04-15,Mizoram,Forest Fire,6,30,3,103.9,3
2020-04-15,Nagaland,Drought,6,5,0,133.3,3
2020-04-15,Odisha,Flood,8,21,85,157.1,3
2020-04-15,Punjab,Earthquake,7,18,44,167.7,3
2020-04-15,Rajasthan,Drought,7,17,25,195.4,3
2020-04-15,Sikkim,Heatwave,8,9,82,70.5,3
2020-04-15,Tamil Nadu,Cyclone,7,20,0,174.9,3
2020-04-15,Telangana,Flood,6,8,25,117.9,3
